GAME_ID,GAME_DATE,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_TYPE,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,LATE_GAME,THREE_POINT_SHOT
22401096,1970-01-01 00:00:00.020250331,1,6,59,19,-138,144,Mid-Range,Jump Shot,2PT Field Goal,1,1,0,0
22401096,1970-01-01 00:00:00.020250331,2,10,45,28,-162,238,Above the Break 3,Floating Jump shot,3PT Field Goal,1,1,0,1
22401096,1970-01-01 00:00:00.020250331,3,10,53,22,-229,-15,Left Corner 3,Jump Shot,3PT Field Goal,1,1,0,1
22401096,1970-01-01 00:00:00.020250331,3,7,34,3,15,27,Restricted Area,Running Layup Shot,2PT Field Goal,1,1,0,0
22401096,1970-01-01 00:00:00.020250331,4,7,26,2,21,16,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,2,8,52,25,129,223,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401117,1970-01-01 00:00:00.020250403,2,5,48,26,-203,164,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401117,1970-01-01 00:00:00.020250403,3,10,20,26,-32,261,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401117,1970-01-01 00:00:00.020250403,3,9,17,2,-15,19,Restricted Area,Running Layup Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,3,6,47,1,-9,13,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,3,6,6,0,1,5,Restricted Area,Cutting Dunk Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,3,2,25,1,-13,9,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,4,7,34,1,-4,11,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401117,1970-01-01 00:00:00.020250403,4,6,14,29,98,273,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401117,1970-01-01 00:00:00.020250403,4,1,51,23,-230,27,Left Corner 3,Jump Shot,3PT Field Goal,1,1,1,1
22401126,1970-01-01 00:00:00.020250404,1,11,34,26,-65,257,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401126,1970-01-01 00:00:00.020250404,2,9,37,26,148,216,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401126,1970-01-01 00:00:00.020250404,2,8,27,15,-69,137,In The Paint (Non-RA),Turnaround Jump Shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,2,7,26,18,-98,151,Mid-Range,Turnaround Fadeaway shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,4,10,50,1,-1,14,Restricted Area,Running Dunk Shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,4,8,58,18,-189,-6,Mid-Range,Turnaround Fadeaway shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,4,6,18,2,-22,10,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,4,5,55,1,6,8,Restricted Area,Layup Shot,2PT Field Goal,1,1,0,0
22401126,1970-01-01 00:00:00.020250404,4,4,9,1,7,8,Restricted Area,Running Alley Oop Dunk Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,1,5,55,15,103,120,Mid-Range,Turnaround Fadeaway shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,1,0,6,2,-22,10,Restricted Area,Driving Finger Roll Layup Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,2,11,47,12,120,-3,Mid-Range,Fadeaway Jump Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,2,9,4,27,179,207,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401135,1970-01-01 00:00:00.020250406,3,8,39,0,0,0,Restricted Area,Tip Layup Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,3,0,0,12,-60,110,In The Paint (Non-RA),Fadeaway Jump Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,4,11,4,15,-154,6,Mid-Range,Turnaround Fadeaway shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,4,9,9,2,16,19,Restricted Area,Driving Dunk Shot,2PT Field Goal,1,1,0,0
22401135,1970-01-01 00:00:00.020250406,4,6,51,16,-28,158,Mid-Range,Turnaround Fadeaway shot,2PT Field Goal,1,1,0,0
22401153,1970-01-01 00:00:00.020250408,2,9,44,5,-46,34,In The Paint (Non-RA),Running Layup Shot,2PT Field Goal,1,1,0,0
22401153,1970-01-01 00:00:00.020250408,2,0,29,26,130,234,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401153,1970-01-01 00:00:00.020250408,3,9,41,10,-5,101,In The Paint (Non-RA),Driving Floating Jump Shot,2PT Field Goal,1,1,0,0
22401153,1970-01-01 00:00:00.020250408,3,9,1,27,201,190,Above the Break 3,Pullup Jump shot,3PT Field Goal,1,1,0,1
22401153,1970-01-01 00:00:00.020250408,3,6,44,31,-110,297,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401153,1970-01-01 00:00:00.020250408,4,11,22,7,-29,64,In The Paint (Non-RA),Driving Layup Shot,2PT Field Goal,1,1,0,0
22401153,1970-01-01 00:00:00.020250408,4,10,31,2,-20,22,Restricted Area,Running Layup Shot,2PT Field Goal,1,1,0,0
22401153,1970-01-01 00:00:00.020250408,4,4,31,11,-39,109,In The Paint (Non-RA),Driving Floating Jump Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,2,11,19,0,-9,0,Restricted Area,Cutting Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,2,9,23,0,7,5,Restricted Area,Running Alley Oop Dunk Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,3,8,49,16,-164,-8,Mid-Range,Running Pull-Up Jump Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,3,7,29,4,38,13,In The Paint (Non-RA),Turnaround Bank Hook Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,3,7,8,0,-5,4,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,9,41,1,-13,1,Restricted Area,Driving Reverse Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,8,10,2,-23,6,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,7,26,1,-1,15,Restricted Area,Cutting Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,6,19,0,-7,2,Restricted Area,Putback Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,4,43,0,5,1,Restricted Area,Driving Reverse Layup Shot,2PT Field Goal,1,1,0,0
22401159,1970-01-01 00:00:00.020250409,4,4,4,1,-15,10,Restricted Area,Cutting Layup Shot,2PT Field Goal,1,1,0,0
22401185,1970-01-01 00:00:00.020250411,1,11,17,1,12,11,Restricted Area,Alley Oop Dunk Shot,2PT Field Goal,1,1,0,0
22401185,1970-01-01 00:00:00.020250411,1,10,51,26,114,241,Above the Break 3,Pullup Jump shot,3PT Field Goal,1,1,0,1
22401185,1970-01-01 00:00:00.020250411,1,7,1,20,-141,152,Mid-Range,Jump Shot,2PT Field Goal,1,1,0,0
22401185,1970-01-01 00:00:00.020250411,2,10,55,4,-33,31,In The Paint (Non-RA),Driving Reverse Layup Shot,2PT Field Goal,1,1,0,0
22401185,1970-01-01 00:00:00.020250411,2,7,54,0,-5,6,Restricted Area,Cutting Dunk Shot,2PT Field Goal,1,1,0,0
22401185,1970-01-01 00:00:00.020250411,2,6,8,2,20,16,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,0,0
22401220,1970-01-01 00:00:00.020241215,1,9,20,0,-5,7,Restricted Area,Running Dunk Shot,2PT Field Goal,1,1,0,0
22401220,1970-01-01 00:00:00.020241215,1,9,1,0,0,0,Restricted Area,Tip Layup Shot,2PT Field Goal,1,1,0,0
22401220,1970-01-01 00:00:00.020241215,1,0,17,26,97,243,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401220,1970-01-01 00:00:00.020241215,3,7,24,27,34,269,Above the Break 3,Jump Shot,3PT Field Goal,1,1,0,1
22401220,1970-01-01 00:00:00.020241215,4,11,8,0,0,0,Restricted Area,Tip Layup Shot,2PT Field Goal,1,1,0,0
22401220,1970-01-01 00:00:00.020241215,4,8,48,26,103,246,Above the Break 3,Pullup Jump shot,3PT Field Goal,1,1,0,1
22401220,1970-01-01 00:00:00.020241215,4,1,27,1,-2,14,Restricted Area,Driving Layup Shot,2PT Field Goal,1,1,1,0
